ISONE Hourly Real-Time Locational Marginal Prices ($/megawatt) for Hubs
Hourly real-time locational marginal prices for ISO-NE
Source: EIA collected from ISONE
UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,Internal Hub LMP,Internal Hub (Congestion),Internal Hub (Energy),Internal Hub (Loss)
2022-02-15 14:00:00,2022-02-15 08:00:00,2022-02-15 09:00:00,2022-02-15,9,183.04,0.0,181.69,1.35
2022-02-15 15:00:00,2022-02-15 09:00:00,2022-02-15 10:00:00,2022-02-15,10,192.36,0.0,191.17,1.19
2022-02-15 16:00:00,2022-02-15 10:00:00,2022-02-15 11:00:00,2022-02-15,11,165.21,0.0,164.27,0.94
2022-02-15 17:00:00,2022-02-15 11:00:00,2022-02-15 12:00:00,2022-02-15,12,157.51,0.0,156.79,0.72
2022-02-15 18:00:00,2022-02-15 12:00:00,2022-02-15 13:00:00,2022-02-15,13,158.4,0.0,157.78,0.62
2022-02-15 19:00:00,2022-02-15 13:00:00,2022-02-15 14:00:00,2022-02-15,14,156.05,0.0,155.42,0.63
2022-02-15 20:00:00,2022-02-15 14:00:00,2022-02-15 15:00:00,2022-02-15,15,154.84,0.0,153.97,0.87
2022-02-15 21:00:00,2022-02-15 15:00:00,2022-02-15 16:00:00,2022-02-15,16,145.49,0.0,144.62,0.87
2022-02-15 23:00:00,2022-02-15 17:00:00,2022-02-15 18:00:00,2022-02-15,18,268.13,0.0,265.9,2.23
2022-02-16 00:00:00,2022-02-15 18:00:00,2022-02-15 19:00:00,2022-02-15,19,225.78,0.0,223.78,2.0
2022-02-16 01:00:00,2022-02-15 19:00:00,2022-02-15 20:00:00,2022-02-15,20,208.71,0.0,206.65,2.06
2022-02-16 02:00:00,2022-02-15 20:00:00,2022-02-15 21:00:00,2022-02-15,21,201.79,0.0,200.01,1.78
2022-02-16 03:00:00,2022-02-15 21:00:00,2022-02-15 22:00:00,2022-02-15,22,184.78,0.0,183.27,1.51
2022-02-16 04:00:00,2022-02-15 22:00:00,2022-02-15 23:00:00,2022-02-15,23,167.75,0.0,166.35,1.4
2022-02-16 05:00:00,2022-02-15 23:00:00,2022-02-16 00:00:00,2022-02-15,24,176.53,0.0,175.11,1.42
2022-02-16 07:00:00,2022-02-16 01:00:00,2022-02-16 02:00:00,2022-02-16,2,145.47,0.0,144.64,0.83
2022-02-16 08:00:00,2022-02-16 02:00:00,2022-02-16 03:00:00,2022-02-16,3,150.34,0.0,149.55,0.79
2022-02-16 09:00:00,2022-02-16 03:00:00,2022-02-16 04:00:00,2022-02-16,4,138.81,0.0,138.1,0.71
2022-02-16 10:00:00,2022-02-16 04:00:00,2022-02-16 05:00:00,2022-02-16,5,143.1,0.0,142.38,0.72
2022-02-16 11:00:00,2022-02-16 05:00:00,2022-02-16 06:00:00,2022-02-16,6,143.31,0.02,142.66,0.63
2022-02-16 12:00:00,2022-02-16 06:00:00,2022-02-16 07:00:00,2022-02-16,7,185.2,0.14,184.32,0.74
2022-02-16 13:00:00,2022-02-16 07:00:00,2022-02-16 08:00:00,2022-02-16,8,188.31,0.14,187.39,0.78
2022-02-16 14:00:00,2022-02-16 08:00:00,2022-02-16 09:00:00,2022-02-16,9,141.48,0.06,140.75,0.67
2022-02-16 15:00:00,2022-02-16 09:00:00,2022-02-16 10:00:00,2022-02-16,10,164.36,0.1,163.61,0.65
2022-02-16 16:00:00,2022-02-16 10:00:00,2022-02-16 11:00:00,2022-02-16,11,57.27,0.01,57.14,0.12
2022-02-16 17:00:00,2022-02-16 11:00:00,2022-02-16 12:00:00,2022-02-16,12,42.58,0.03,42.56,-0.01
2022-02-16 18:00:00,2022-02-16 12:00:00,2022-02-16 13:00:00,2022-02-16,13,39.38,0.02,39.36,0.0
2022-02-16 19:00:00,2022-02-16 13:00:00,2022-02-16 14:00:00,2022-02-16,14,39.85,0.02,39.8,0.03
2022-02-16 20:00:00,2022-02-16 14:00:00,2022-02-16 15:00:00,2022-02-16,15,45.2,0.03,45.04,0.13
2022-02-16 21:00:00,2022-02-16 15:00:00,2022-02-16 16:00:00,2022-02-16,16,61.5,0.11,61.08,0.31
2022-02-16 22:00:00,2022-02-16 16:00:00,2022-02-16 17:00:00,2022-02-16,17,90.49,0.21,89.82,0.46
2022-02-16 23:00:00,2022-02-16 17:00:00,2022-02-16 18:00:00,2022-02-16,18,111.75,0.26,110.99,0.5
2022-02-17 00:00:00,2022-02-16 18:00:00,2022-02-16 19:00:00,2022-02-16,19,91.74,0.17,91.14,0.43
2022-02-17 01:00:00,2022-02-16 19:00:00,2022-02-16 20:00:00,2022-02-16,20,72.51,0.11,72.04,0.36
2022-02-17 02:00:00,2022-02-16 20:00:00,2022-02-16 21:00:00,2022-02-16,21,54.83,0.12,54.41,0.3
2022-02-17 03:00:00,2022-02-16 21:00:00,2022-02-16 22:00:00,2022-02-16,22,57.64,0.06,57.16,0.42
2022-02-17 04:00:00,2022-02-16 22:00:00,2022-02-16 23:00:00,2022-02-16,23,39.75,0.04,39.38,0.33
2022-02-17 05:00:00,2022-02-16 23:00:00,2022-02-17 00:00:00,2022-02-16,24,38.66,0.05,38.3,0.31
2022-02-17 06:00:00,2022-02-17 00:00:00,2022-02-17 01:00:00,2022-02-17,1,39.22,0.04,38.86,0.32
2022-02-17 07:00:00,2022-02-17 01:00:00,2022-02-17 02:00:00,2022-02-17,2,36.58,0.04,36.24,0.3
2022-02-17 08:00:00,2022-02-17 02:00:00,2022-02-17 03:00:00,2022-02-17,3,35.67,0.04,35.36,0.27
2022-02-17 09:00:00,2022-02-17 03:00:00,2022-02-17 04:00:00,2022-02-17,4,32.58,0.03,32.32,0.23
2022-02-17 10:00:00,2022-02-17 04:00:00,2022-02-17 05:00:00,2022-02-17,5,32.8,0.04,32.56,0.2
2022-02-17 11:00:00,2022-02-17 05:00:00,2022-02-17 06:00:00,2022-02-17,6,33.67,0.04,33.44,0.19
2022-02-17 12:00:00,2022-02-17 06:00:00,2022-02-17 07:00:00,2022-02-17,7,33.82,0.04,33.6,0.18
2022-02-17 13:00:00,2022-02-17 07:00:00,2022-02-17 08:00:00,2022-02-17,8,36.67,0.04,36.48,0.15
2022-02-17 14:00:00,2022-02-17 08:00:00,2022-02-17 09:00:00,2022-02-17,9,34.15,0.04,34.04,0.07
2022-02-17 15:00:00,2022-02-17 09:00:00,2022-02-17 10:00:00,2022-02-17,10,31.79,0.04,31.74,0.01
2022-02-17 16:00:00,2022-02-17 10:00:00,2022-02-17 11:00:00,2022-02-17,11,32.59,0.04,32.5,0.05
2022-02-17 17:00:00,2022-02-17 11:00:00,2022-02-17 12:00:00,2022-02-17,12,33.27,0.04,33.18,0.05
2022-02-17 18:00:00,2022-02-17 12:00:00,2022-02-17 13:00:00,2022-02-17,13,32.04,0.04,31.93,0.07
2022-02-17 19:00:00,2022-02-17 13:00:00,2022-02-17 14:00:00,2022-02-17,14,32.99,0.04,32.85,0.1
2022-02-17 20:00:00,2022-02-17 14:00:00,2022-02-17 15:00:00,2022-02-17,15,35.27,0.04,35.09,0.14
2022-02-17 21:00:00,2022-02-17 15:00:00,2022-02-17 16:00:00,2022-02-17,16,32.55,0.04,32.38,0.13
2022-02-17 22:00:00,2022-02-17 16:00:00,2022-02-17 17:00:00,2022-02-17,17,34.96,0.04,34.79,0.13
2022-02-17 23:00:00,2022-02-17 17:00:00,2022-02-17 18:00:00,2022-02-17,18,44.73,0.05,44.52,0.16
2022-02-18 00:00:00,2022-02-17 18:00:00,2022-02-17 19:00:00,2022-02-17,19,61.06,0.07,60.75,0.24
2022-02-18 01:00:00,2022-02-17 19:00:00,2022-02-17 20:00:00,2022-02-17,20,50.91,0.05,50.65,0.21
2022-02-18 02:00:00,2022-02-17 20:00:00,2022-02-17 21:00:00,2022-02-17,21,36.19,0.04,36.0,0.15
2022-02-18 03:00:00,2022-02-17 21:00:00,2022-02-17 22:00:00,2022-02-17,22,34.44,0.03,34.26,0.15
2022-02-18 04:00:00,2022-02-17 22:00:00,2022-02-17 23:00:00,2022-02-17,23,32.41,0.03,32.23,0.15
2022-02-18 05:00:00,2022-02-17 23:00:00,2022-02-18 00:00:00,2022-02-17,24,41.03,0.04,40.78,0.21
2022-02-18 06:00:00,2022-02-18 00:00:00,2022-02-18 01:00:00,2022-02-18,1,39.23,0.05,38.92,0.26
2022-02-18 07:00:00,2022-02-18 01:00:00,2022-02-18 02:00:00,2022-02-18,2,35.76,0.04,35.49,0.23
2022-02-18 08:00:00,2022-02-18 02:00:00,2022-02-18 03:00:00,2022-02-18,3,36.54,0.04,36.31,0.19
2022-02-18 09:00:00,2022-02-18 03:00:00,2022-02-18 04:00:00,2022-02-18,4,35.62,0.04,35.4,0.18
2022-02-18 10:00:00,2022-02-18 04:00:00,2022-02-18 05:00:00,2022-02-18,5,35.89,0.04,35.65,0.2
2022-02-18 11:00:00,2022-02-18 05:00:00,2022-02-18 06:00:00,2022-02-18,6,36.33,0.02,36.1,0.21
2022-02-18 12:00:00,2022-02-18 06:00:00,2022-02-18 07:00:00,2022-02-18,7,52.31,0.06,51.96,0.29
2022-02-18 13:00:00,2022-02-18 07:00:00,2022-02-18 08:00:00,2022-02-18,8,86.93,0.09,86.39,0.45
2022-02-18 14:00:00,2022-02-18 08:00:00,2022-02-18 09:00:00,2022-02-18,9,55.17,0.06,54.8,0.31
2022-02-18 15:00:00,2022-02-18 09:00:00,2022-02-18 10:00:00,2022-02-18,10,37.94,0.04,37.72,0.18
2022-02-18 16:00:00,2022-02-18 10:00:00,2022-02-18 11:00:00,2022-02-18,11,29.52,0.04,29.39,0.09
2022-02-18 17:00:00,2022-02-18 11:00:00,2022-02-18 12:00:00,2022-02-18,12,-18.48,0.0,-18.46,-0.02
2022-02-18 18:00:00,2022-02-18 12:00:00,2022-02-18 13:00:00,2022-02-18,13,-0.84,0.01,-0.86,0.01
2022-02-18 19:00:00,2022-02-18 13:00:00,2022-02-18 14:00:00,2022-02-18,14,34.32,0.04,34.23,0.05
2022-02-18 20:00:00,2022-02-18 14:00:00,2022-02-18 15:00:00,2022-02-18,15,12.76,0.02,12.72,0.02
2022-02-18 21:00:00,2022-02-18 15:00:00,2022-02-18 16:00:00,2022-02-18,16,53.52,0.07,53.36,0.09
2022-02-18 22:00:00,2022-02-18 16:00:00,2022-02-18 17:00:00,2022-02-18,17,74.75,0.09,74.42,0.24
2022-02-18 23:00:00,2022-02-18 17:00:00,2022-02-18 18:00:00,2022-02-18,18,117.14,0.13,116.57,0.44
2022-02-19 00:00:00,2022-02-18 18:00:00,2022-02-18 19:00:00,2022-02-18,19,107.84,0.11,107.36,0.37
2022-02-19 01:00:00,2022-02-18 19:00:00,2022-02-18 20:00:00,2022-02-18,20,106.55,0.11,105.98,0.46
2022-02-19 02:00:00,2022-02-18 20:00:00,2022-02-18 21:00:00,2022-02-18,21,87.33,0.09,86.89,0.35
2022-02-19 03:00:00,2022-02-18 21:00:00,2022-02-18 22:00:00,2022-02-18,22,76.79,0.04,76.49,0.26
2022-02-19 04:00:00,2022-02-18 22:00:00,2022-02-18 23:00:00,2022-02-18,23,66.07,0.0,65.88,0.19
2022-02-19 05:00:00,2022-02-18 23:00:00,2022-02-19 00:00:00,2022-02-18,24,58.39,0.0,58.29,0.1
2022-02-19 06:00:00,2022-02-19 00:00:00,2022-02-19 01:00:00,2022-02-19,1,85.89,0.0,85.79,0.1
2022-02-19 07:00:00,2022-02-19 01:00:00,2022-02-19 02:00:00,2022-02-19,2,92.68,0.0,92.58,0.1
2022-02-19 08:00:00,2022-02-19 02:00:00,2022-02-19 03:00:00,2022-02-19,3,97.08,0.0,96.96,0.12
2022-02-19 09:00:00,2022-02-19 03:00:00,2022-02-19 04:00:00,2022-02-19,4,109.69,0.0,109.58,0.11
2022-02-19 10:00:00,2022-02-19 04:00:00,2022-02-19 05:00:00,2022-02-19,5,86.05,0.0,86.04,0.01
2022-02-19 11:00:00,2022-02-19 05:00:00,2022-02-19 06:00:00,2022-02-19,6,68.49,0.0,68.51,-0.02
2022-02-19 12:00:00,2022-02-19 06:00:00,2022-02-19 07:00:00,2022-02-19,7,97.2,0.0,97.26,-0.06
2022-02-19 13:00:00,2022-02-19 07:00:00,2022-02-19 08:00:00,2022-02-19,8,71.98,0.0,72.09,-0.11
2022-02-19 14:00:00,2022-02-19 08:00:00,2022-02-19 09:00:00,2022-02-19,9,45.5,0.0,45.63,-0.13
2022-02-19 15:00:00,2022-02-19 09:00:00,2022-02-19 10:00:00,2022-02-19,10,39.98,0.0,40.15,-0.17
2022-02-19 16:00:00,2022-02-19 10:00:00,2022-02-19 11:00:00,2022-02-19,11,67.99,0.0,68.17,-0.18
2022-02-19 17:00:00,2022-02-19 11:00:00,2022-02-19 12:00:00,2022-02-19,12,70.44,0.0,70.62,-0.18
2022-02-19 18:00:00,2022-02-19 12:00:00,2022-02-19 13:00:00,2022-02-19,13,83.66,0.0,83.72,-0.06
2022-02-19 19:00:00,2022-02-19 13:00:00,2022-02-19 14:00:00,2022-02-19,14,132.33,0.0,132.15,0.18
2022-02-19 20:00:00,2022-02-19 14:00:00,2022-02-19 15:00:00,2022-02-19,15,148.61,0.0,148.34,0.27
2022-02-19 22:00:00,2022-02-19 16:00:00,2022-02-19 17:00:00,2022-02-19,17,118.53,0.0,118.26,0.27
2022-02-19 23:00:00,2022-02-19 17:00:00,2022-02-19 18:00:00,2022-02-19,18,166.72,0.0,166.05,0.67
2022-02-20 00:00:00,2022-02-19 18:00:00,2022-02-19 19:00:00,2022-02-19,19,135.37,0.0,134.75,0.62
2022-02-20 01:00:00,2022-02-19 19:00:00,2022-02-19 20:00:00,2022-02-19,20,176.64,0.0,175.76,0.88
2022-02-20 02:00:00,2022-02-19 20:00:00,2022-02-19 21:00:00,2022-02-19,21,208.13,0.0,206.67,1.46
2022-02-20 03:00:00,2022-02-19 21:00:00,2022-02-19 22:00:00,2022-02-19,22,322.82,0.0,320.99,1.83
2022-02-20 04:00:00,2022-02-19 22:00:00,2022-02-19 23:00:00,2022-02-19,23,217.76,0.0,216.76,1.0
2022-02-20 05:00:00,2022-02-19 23:00:00,2022-02-20 00:00:00,2022-02-19,24,64.05,0.0,63.62,0.43
2022-02-20 06:00:00,2022-02-20 00:00:00,2022-02-20 01:00:00,2022-02-20,1,71.27,0.0,70.69,0.58
2022-02-20 08:00:00,2022-02-20 02:00:00,2022-02-20 03:00:00,2022-02-20,3,91.29,0.0,90.67,0.62
2022-02-20 09:00:00,2022-02-20 03:00:00,2022-02-20 04:00:00,2022-02-20,4,70.74,0.0,70.32,0.42
2022-02-20 10:00:00,2022-02-20 04:00:00,2022-02-20 05:00:00,2022-02-20,5,82.21,0.04,81.74,0.43
2022-02-20 11:00:00,2022-02-20 05:00:00,2022-02-20 06:00:00,2022-02-20,6,74.7,0.0,74.38,0.32
2022-02-20 12:00:00,2022-02-20 06:00:00,2022-02-20 07:00:00,2022-02-20,7,95.78,0.14,95.36,0.28
2022-02-20 13:00:00,2022-02-20 07:00:00,2022-02-20 08:00:00,2022-02-20,8,92.2,0.13,91.84,0.23
2022-02-20 14:00:00,2022-02-20 08:00:00,2022-02-20 09:00:00,2022-02-20,9,58.68,0.08,58.48,0.12
2022-02-20 15:00:00,2022-02-20 09:00:00,2022-02-20 10:00:00,2022-02-20,10,41.04,0.0,41.08,-0.04
2022-02-20 16:00:00,2022-02-20 10:00:00,2022-02-20 11:00:00,2022-02-20,11,64.63,0.0,64.8,-0.17
2022-02-20 17:00:00,2022-02-20 11:00:00,2022-02-20 12:00:00,2022-02-20,12,68.77,0.0,68.98,-0.21
2022-02-20 18:00:00,2022-02-20 12:00:00,2022-02-20 13:00:00,2022-02-20,13,65.84,0.0,65.99,-0.15
2022-02-20 19:00:00,2022-02-20 13:00:00,2022-02-20 14:00:00,2022-02-20,14,-19.6,0.0,-19.65,0.05
2022-02-20 20:00:00,2022-02-20 14:00:00,2022-02-20 15:00:00,2022-02-20,15,19.38,0.0,19.44,-0.06
2022-02-20 21:00:00,2022-02-20 15:00:00,2022-02-20 16:00:00,2022-02-20,16,47.68,0.0,47.78,-0.1
2022-02-20 22:00:00,2022-02-20 16:00:00,2022-02-20 17:00:00,2022-02-20,17,72.6,0.0,72.6,0.0
2022-02-20 23:00:00,2022-02-20 17:00:00,2022-02-20 18:00:00,2022-02-20,18,100.18,0.02,99.95,0.21
2022-02-21 00:00:00,2022-02-20 18:00:00,2022-02-20 19:00:00,2022-02-20,19,91.95,0.0,91.67,0.28
2022-02-21 01:00:00,2022-02-20 19:00:00,2022-02-20 20:00:00,2022-02-20,20,83.93,0.01,83.58,0.34
2022-02-21 02:00:00,2022-02-20 20:00:00,2022-02-20 21:00:00,2022-02-20,21,79.99,0.01,79.58,0.4
2022-02-21 03:00:00,2022-02-20 21:00:00,2022-02-20 22:00:00,2022-02-20,22,71.55,0.0,71.18,0.37
2022-02-21 04:00:00,2022-02-20 22:00:00,2022-02-20 23:00:00,2022-02-20,23,49.35,0.0,49.09,0.26
2022-02-21 05:00:00,2022-02-20 23:00:00,2022-02-21 00:00:00,2022-02-20,24,41.7,0.0,41.45,0.25
2022-02-21 06:00:00,2022-02-21 00:00:00,2022-02-21 01:00:00,2022-02-21,1,51.01,0.0,50.71,0.3
2022-02-21 07:00:00,2022-02-21 01:00:00,2022-02-21 02:00:00,2022-02-21,2,51.68,0.0,51.4,0.28
2022-02-21 08:00:00,2022-02-21 02:00:00,2022-02-21 03:00:00,2022-02-21,3,43.27,0.0,43.04,0.23
2022-02-21 09:00:00,2022-02-21 03:00:00,2022-02-21 04:00:00,2022-02-21,4,42.53,0.0,42.31,0.22
2022-02-21 10:00:00,2022-02-21 04:00:00,2022-02-21 05:00:00,2022-02-21,5,44.36,0.0,44.14,0.22
2022-02-21 11:00:00,2022-02-21 05:00:00,2022-02-21 06:00:00,2022-02-21,6,68.45,0.0,68.15,0.3
2022-02-21 12:00:00,2022-02-21 06:00:00,2022-02-21 07:00:00,2022-02-21,7,77.87,0.0,77.55,0.32
2022-02-21 13:00:00,2022-02-21 07:00:00,2022-02-21 08:00:00,2022-02-21,8,82.97,0.0,82.72,0.25
2022-02-21 14:00:00,2022-02-21 08:00:00,2022-02-21 09:00:00,2022-02-21,9,65.82,0.0,65.76,0.06
2022-02-21 15:00:00,2022-02-21 09:00:00,2022-02-21 10:00:00,2022-02-21,10,32.71,0.0,32.77,-0.06
2022-02-21 16:00:00,2022-02-21 10:00:00,2022-02-21 11:00:00,2022-02-21,11,3.83,0.0,3.85,-0.02
2022-02-21 17:00:00,2022-02-21 11:00:00,2022-02-21 12:00:00,2022-02-21,12,8.24,0.0,8.28,-0.04
2022-02-21 18:00:00,2022-02-21 12:00:00,2022-02-21 13:00:00,2022-02-21,13,13.57,0.0,13.63,-0.06
2022-02-21 19:00:00,2022-02-21 13:00:00,2022-02-21 14:00:00,2022-02-21,14,14.57,0.0,14.64,-0.07
2022-02-21 20:00:00,2022-02-21 14:00:00,2022-02-21 15:00:00,2022-02-21,15,19.17,0.0,19.25,-0.08
2022-02-21 21:00:00,2022-02-21 15:00:00,2022-02-21 16:00:00,2022-02-21,16,29.73,0.0,29.8,-0.07
2022-02-21 22:00:00,2022-02-21 16:00:00,2022-02-21 17:00:00,2022-02-21,17,35.74,0.0,35.78,-0.04
2022-02-21 23:00:00,2022-02-21 17:00:00,2022-02-21 18:00:00,2022-02-21,18,47.66,0.0,47.66,0.0
2022-02-22 00:00:00,2022-02-21 18:00:00,2022-02-21 19:00:00,2022-02-21,19,51.03,0.0,51.03,0.0
2022-02-22 01:00:00,2022-02-21 19:00:00,2022-02-21 20:00:00,2022-02-21,20,47.88,0.0,47.87,0.01
2022-02-22 02:00:00,2022-02-21 20:00:00,2022-02-21 21:00:00,2022-02-21,21,36.65,0.0,36.62,0.03
2022-02-22 03:00:00,2022-02-21 21:00:00,2022-02-21 22:00:00,2022-02-21,22,35.52,0.0,35.45,0.07
2022-02-22 04:00:00,2022-02-21 22:00:00,2022-02-21 23:00:00,2022-02-21,23,34.75,0.0,34.64,0.11
2022-02-22 05:00:00,2022-02-21 23:00:00,2022-02-22 00:00:00,2022-02-21,24,35.48,0.0,35.36,0.12
2022-02-22 06:00:00,2022-02-22 00:00:00,2022-02-22 01:00:00,2022-02-22,1,26.27,0.0,26.19,0.08
2022-02-22 07:00:00,2022-02-22 01:00:00,2022-02-22 02:00:00,2022-02-22,2,15.98,0.0,15.93,0.05
2022-02-22 08:00:00,2022-02-22 02:00:00,2022-02-22 03:00:00,2022-02-22,3,26.34,0.0,26.24,0.1
2022-02-22 09:00:00,2022-02-22 03:00:00,2022-02-22 04:00:00,2022-02-22,4,28.75,0.0,28.63,0.12
2022-02-22 10:00:00,2022-02-22 04:00:00,2022-02-22 05:00:00,2022-02-22,5,23.88,0.0,23.79,0.09
2022-02-22 11:00:00,2022-02-22 05:00:00,2022-02-22 06:00:00,2022-02-22,6,30.0,0.0,29.9,0.1
2022-02-22 12:00:00,2022-02-22 06:00:00,2022-02-22 07:00:00,2022-02-22,7,37.51,0.0,37.4,0.11
2022-02-22 13:00:00,2022-02-22 07:00:00,2022-02-22 08:00:00,2022-02-22,8,41.44,0.0,41.34,0.1
2022-02-22 14:00:00,2022-02-22 08:00:00,2022-02-22 09:00:00,2022-02-22,9,45.1,0.0,45.07,0.03
2022-02-22 15:00:00,2022-02-22 09:00:00,2022-02-22 10:00:00,2022-02-22,10,39.52,0.0,39.49,0.03
2022-02-22 16:00:00,2022-02-22 10:00:00,2022-02-22 11:00:00,2022-02-22,11,42.44,0.0,42.38,0.06
2022-02-22 17:00:00,2022-02-22 11:00:00,2022-02-22 12:00:00,2022-02-22,12,50.7,0.01,50.62,0.07
2022-02-22 18:00:00,2022-02-22 12:00:00,2022-02-22 13:00:00,2022-02-22,13,51.0,0.03,50.87,0.1
2022-02-22 19:00:00,2022-02-22 13:00:00,2022-02-22 14:00:00,2022-02-22,14,57.54,0.02,57.37,0.15
2022-02-22 20:00:00,2022-02-22 14:00:00,2022-02-22 15:00:00,2022-02-22,15,60.42,0.05,60.18,0.19
2022-02-22 21:00:00,2022-02-22 15:00:00,2022-02-22 16:00:00,2022-02-22,16,57.25,0.03,57.05,0.17
2022-02-22 22:00:00,2022-02-22 16:00:00,2022-02-22 17:00:00,2022-02-22,17,57.47,0.02,57.26,0.19
2022-02-22 23:00:00,2022-02-22 17:00:00,2022-02-22 18:00:00,2022-02-22,18,58.69,0.0,58.53,0.16
2022-02-23 00:00:00,2022-02-22 18:00:00,2022-02-22 19:00:00,2022-02-22,19,59.31,0.0,59.15,0.16
2022-02-23 01:00:00,2022-02-22 19:00:00,2022-02-22 20:00:00,2022-02-22,20,52.97,0.0,52.81,0.16
2022-02-23 02:00:00,2022-02-22 20:00:00,2022-02-22 21:00:00,2022-02-22,21,56.97,0.05,56.77,0.15
2022-02-23 03:00:00,2022-02-22 21:00:00,2022-02-22 22:00:00,2022-02-22,22,50.05,0.06,49.84,0.15
2022-02-23 04:00:00,2022-02-22 22:00:00,2022-02-22 23:00:00,2022-02-22,23,37.38,0.05,37.17,0.16
2022-02-23 05:00:00,2022-02-22 23:00:00,2022-02-23 00:00:00,2022-02-22,24,21.6,0.02,21.46,0.12
2022-02-23 06:00:00,2022-02-23 00:00:00,2022-02-23 01:00:00,2022-02-23,1,15.72,0.02,15.6,0.1
2022-02-23 07:00:00,2022-02-23 01:00:00,2022-02-23 02:00:00,2022-02-23,2,8.41,0.01,8.34,0.06
2022-02-23 08:00:00,2022-02-23 02:00:00,2022-02-23 03:00:00,2022-02-23,3,25.14,0.06,24.95,0.13
2022-02-23 09:00:00,2022-02-23 03:00:00,2022-02-23 04:00:00,2022-02-23,4,31.26,0.06,31.06,0.14
2022-02-23 10:00:00,2022-02-23 04:00:00,2022-02-23 05:00:00,2022-02-23,5,32.78,0.05,32.6,0.13
2022-02-23 11:00:00,2022-02-23 05:00:00,2022-02-23 06:00:00,2022-02-23,6,21.14,0.03,21.04,0.07
2022-02-23 12:00:00,2022-02-23 06:00:00,2022-02-23 07:00:00,2022-02-23,7,35.62,0.03,35.48,0.11
2022-02-23 13:00:00,2022-02-23 07:00:00,2022-02-23 08:00:00,2022-02-23,8,33.1,0.03,32.96,0.11
2022-02-23 14:00:00,2022-02-23 08:00:00,2022-02-23 09:00:00,2022-02-23,9,49.26,0.05,49.07,0.14
2022-02-23 15:00:00,2022-02-23 09:00:00,2022-02-23 10:00:00,2022-02-23,10,35.86,0.02,35.76,0.08
2022-02-23 16:00:00,2022-02-23 10:00:00,2022-02-23 11:00:00,2022-02-23,11,33.58,0.0,33.51,0.07
2022-02-23 17:00:00,2022-02-23 11:00:00,2022-02-23 12:00:00,2022-02-23,12,33.62,0.0,33.6,0.02
2022-02-23 18:00:00,2022-02-23 12:00:00,2022-02-23 13:00:00,2022-02-23,13,19.44,0.0,19.43,0.01
2022-02-23 19:00:00,2022-02-23 13:00:00,2022-02-23 14:00:00,2022-02-23,14,19.12,0.0,19.09,0.03
2022-02-23 20:00:00,2022-02-23 14:00:00,2022-02-23 15:00:00,2022-02-23,15,-14.39,0.0,-14.39,0.0
2022-02-23 21:00:00,2022-02-23 15:00:00,2022-02-23 16:00:00,2022-02-23,16,34.98,0.02,34.92,0.04
2022-02-23 22:00:00,2022-02-23 16:00:00,2022-02-23 17:00:00,2022-02-23,17,36.2,0.03,36.09,0.08
2022-02-23 23:00:00,2022-02-23 17:00:00,2022-02-23 18:00:00,2022-02-23,18,42.33,0.07,42.1,0.16
2022-02-24 00:00:00,2022-02-23 18:00:00,2022-02-23 19:00:00,2022-02-23,19,70.79,0.08,70.46,0.25
2022-02-24 01:00:00,2022-02-23 19:00:00,2022-02-23 20:00:00,2022-02-23,20,74.19,0.08,73.85,0.26
2022-02-24 02:00:00,2022-02-23 20:00:00,2022-02-23 21:00:00,2022-02-23,21,75.32,0.11,74.94,0.27
2022-02-24 03:00:00,2022-02-23 21:00:00,2022-02-23 22:00:00,2022-02-23,22,41.17,0.03,40.97,0.17
2022-02-24 04:00:00,2022-02-23 22:00:00,2022-02-23 23:00:00,2022-02-23,23,36.37,0.04,36.14,0.19
2022-02-24 05:00:00,2022-02-23 23:00:00,2022-02-24 00:00:00,2022-02-23,24,36.47,0.03,36.23,0.21
2022-02-24 06:00:00,2022-02-24 00:00:00,2022-02-24 01:00:00,2022-02-24,1,36.5,0.0,36.24,0.26
2022-02-24 07:00:00,2022-02-24 01:00:00,2022-02-24 02:00:00,2022-02-24,2,33.46,0.0,33.23,0.23
2022-02-24 08:00:00,2022-02-24 02:00:00,2022-02-24 03:00:00,2022-02-24,3,34.38,0.0,34.18,0.2
2022-02-24 09:00:00,2022-02-24 03:00:00,2022-02-24 04:00:00,2022-02-24,4,35.35,0.0,35.17,0.18
2022-02-24 10:00:00,2022-02-24 04:00:00,2022-02-24 05:00:00,2022-02-24,5,37.34,0.0,37.15,0.19
2022-02-24 11:00:00,2022-02-24 05:00:00,2022-02-24 06:00:00,2022-02-24,6,37.63,0.0,37.45,0.18
2022-02-24 12:00:00,2022-02-24 06:00:00,2022-02-24 07:00:00,2022-02-24,7,39.53,0.0,39.42,0.11
2022-02-24 13:00:00,2022-02-24 07:00:00,2022-02-24 08:00:00,2022-02-24,8,44.16,0.0,44.13,0.03
2022-02-24 14:00:00,2022-02-24 08:00:00,2022-02-24 09:00:00,2022-02-24,9,40.99,0.0,40.96,0.03
2022-02-24 15:00:00,2022-02-24 09:00:00,2022-02-24 10:00:00,2022-02-24,10,40.01,0.0,39.98,0.03
2022-02-24 16:00:00,2022-02-24 10:00:00,2022-02-24 11:00:00,2022-02-24,11,67.79,0.0,67.7,0.09
